iwn_id	iwn_category	english_id	english_category	english_synset_words	english_gloss	hindi_synset	hindi_gloss	tamil_synset	tamil_gloss	type_link
21124	NOUN	14574696	NOUN	asafetida, asafoetida	the brownish gum resin of various plants; has strong taste and odor; formerly used as an antispasmodic	हींगड़ा	एक प्रकार की हींग || हींगड़ा घटिया होता है । 	ஹிங்கடா	ஒரு வகை பெருங்காயம்||  ஹிங்கடா மிகச் சிறந்தது 	Hypernymy
17997	NOUN	14574696	NOUN	asafetida, asafoetida	the brownish gum resin of various plants; has strong taste and odor; formerly used as an antispasmodic	वंशपत्री	एक प्रकार की हींग|| वंशपत्री दवा के काम में भी आती है । 	ஜாதிபத்திரி, சாதிப்பிரஷ்டன்	ஒரு வகை பெருங்காயம்||  ஜாதிபத்திரி மருந்தாக பயன்படுகிறது 	Hypernymy
10344	NOUN	4181031	NOUN	skirt	a garment hanging from the waist; worn mainly by girls and women	लहँगा,लहंगा,पटवास,लामन	स्त्रियों का एक पहनावा जो कमर से नीचे के भाग को ढँकता है|| गीता लहँगा, चोली और चुनरी पहनी है । 	பாவாடை	இடுப்பிற்கு கீழே உள்ள பாகத்தை மறைக்கும் பெண்களின் ஒரு ஆடை||  கீதா பாவாடை மற்றும் சுங்குடி புடவை அணிந்திருக்கிறாள் 	Direct
8713	NOUN	4181031	NOUN	skirt	a garment hanging from the waist; worn mainly by girls and women	घाघरा,घाँघरा,घघरा	एक चुननदार और घेरदार पहनावा जिसे स्त्रियाँ कमर से पहनती हैं|| घाघरा कमर से एड़ी तक होता है । 	பாவாடை	உள்ளாடையாகப் பெண்களும் வெளிப்புற ஆடையாகச் சிறுமியரும் இளம் பெண்களும் அணியும்  இடுப்பிலிருந்து கணுக்க்கால் வரை தொங்கும்படியான உடை.||  இந்த பாவாடை அழகாக இருக்கிறது 	Direct
10346	NOUN	501485	NOUN	bet, wager	"the act of gambling; ""he did it on a bet"""	शर्त,बाज़ी,बाजी,दाँव,होड़,दांव,दावँ,दाव	किसी विषय के ठीक होने के संबंध में दृढ़ता पूवर्क कुछ कहने का वह प्रकार जिसमें सत्य या असत्य सिद्ध होने पर हार-जीत व कुछ लेन-देन भी हो|| राहुल शर्त जीत गया । 	பந்தயம்	ஒன்றை குறித்த முடிவு இவ்வாறு தான் இருக்கும் என்று வெவ்வேறு கருத்து கூறுபவர் இடையே பணம் முதலியவை கட்டி நடக்கும் போட்டி||  ராகுல் பந்தயம் வைத்து சீட்டு விளையாடிக்கொண்டிருந்தான். 	Direct
10153	NOUN	501485	NOUN	bet, wager	"the act of gambling; ""he did it on a bet"""	सट्टा	साधारण व्यापार से भिन्न खरीद-बिक्री का वह प्रकार जो केवल तेज़ी-मंदी के विचार से अतिरिक्त लाभ करने के लिए होता है|| अर्जुन ने सट्टे में बहुत धन लगाया है । 	துணிந்து_யுகத்தை_அடிப்படையாக_கொண்டு_வணிகம்	வேகமான - மந்தமான எண்ணத்தினால் தவிர நன்மை செய்வதற்காக இருக்கும் சாதாரண வியாபாரத்திலிருந்து வேறுபட்ட வாங்கும் - விற்கும் ஒரு முறை||  அர்ஜீன்  துணிந்து யுகத்தை அடிப்படையாக கொண்டு வணிகம் செய்தலில் அதிக செல்வத்தை ஈட்டுகிறான் 	Direct
4746	NOUN	501485	NOUN	bet, wager	"the act of gambling; ""he did it on a bet"""	बाज़ी,बाजी	आदि से अंत तक कोई ऐसा पूरा खेल जिसमें हार-जीत हो या दाँव लगा हो|| श्याम ने हारते-हारते अंतिम समय में बाज़ी जीत ली । 	பந்தயம்	விளையாட்டு போன்றவற்றில் பலர் கலந்து கொள்வதாகவும் ஒருவர் வெற்றி பெறுவதாகவும் அமையும் நிகழ்ச்சி||  ஷ்யாம் தோல்வியடைந்து இறுதியில் பந்தயத்தில் வெற்றிப் பெற்றான். 	Direct
10347	NOUN	7229444	NOUN	destiny, fate	an event (or a course of events) that will inevitably happen in the future	होनी,भवितव्यता,नियति,दैव,भावी,होनहार,होतव्यता,होतव्य,होतब,शुदनी,आगम,उंचौनी	अवश्य होने या होकर रहनेवाली बात या घटना|| होनी को कोई नहीं टाल सकता । 	விதி	விதி||  விதியை யாராலும் மாற்ற முடியாது. 	Direct
1035	NOUN	14897193	NOUN	cerumen, earwax	a soft yellow wax secreted by glands in the ear canal	कनमैल,खोंठ,खूँट,कर्ण मल,खूंट,ठेंठी,कल्क,तोक्म	कान में पायी जानेवाली मैल|| खोंठ की अधिकता से कान संबंधी कई रोग होते हैं । 	காதுகுரும்பி	காதின் உள் பகுதியில் உள்ள அழுக்கு||  காதில் குரும்பி அதிகமாவதால் காது தொடர்பான பல நோய்கள் ஏற்படுகின்றன 	Direct
10350	NOUN	8166340	NOUN	academy, honorary_society	an institution for the advancement of art or science or literature	अकादमी,अकैडमी	वह संस्था जिसका उद्देश्य कला, साहित्य, विज्ञान आदि की उन्नति तथा प्रचार करना हो|| हिंदी अकादमी हिंदी के विकास और प्रसार में लगी हुई है । 	அகாடமி	உயர்கல்வி மையம்.||  இந்தி அகாடமி இந்தி வளர்ச்சி மற்றும் விரிவைப் பற்றி பேசுகின்றனர் 	Direct
10351	ADJECTIVE	1549132	ADJECTIVE	maximal, maximum	"the greatest or most complete or best possible; ""maximal expansion""; ""maximum pressure"""	अधिकतम,सर्वाधिक,सबसे अधिक,सबसे ज़्यादा,सबसे ज्यादा	अधिक से अधिक जितना हो सकता हो या सबसे अधिक|| आज का अधिकतम तापमान चालीस डिग्री सेल्सियस है । 	அதிகபடியான, மிகஅதிகமான	குறிப்பிடும் அளவுக்கு அதிகம்.||  இன்றைய அதிகபடியான வெப்பநிலை நாற்பது டிகிரி செல்ஷியஸ் ஆகும் 	Direct
10354	ADJECTIVE	1467058	ADJECTIVE	controlled, restricted	"curbed or regulated; ""controlled emotions"""	मर्यादित,संयत	किसी प्रकार की सीमा या मर्यादा में रहने और उसका उल्लंघन न करनेवाला|| मर्यादित व्यक्ति श्रद्धा के पात्र होते हैं । 	நல்லொழுக்கமுள்ள, ஒழுங்குள்ள	நல்லொழுக்கமுள்ள, ஒழுங்குள்ள||  நல்லொழுக்கமுள்ள மனிதர்கள் மரியாதைக்குரியவர்கள். 	Direct
6480	ADJECTIVE	1467058	ADJECTIVE	controlled, restricted	"curbed or regulated; ""controlled emotions"""	नियंत्रित,प्रतिबद्ध	जिस पर नियंत्रण हो|| सरकार द्वारा नियंत्रित संस्था ठप पड़ गई । 	கட்டுபாட்டிலுள்ள	ஒன்றை செயல்படுத்த,நிர்வகிக்க,மேற்பார்வையிட ஒருவருக்கு இருக்கும் அதிகாரம்.||  அரசாங்கத்தின் கட்டுபாட்டிலுள்ள நிறுவனம் அதிகம் உள்ளன. 	Direct
10355	NOUN	10516672	NOUN	supervisor	one who supervises or has charge and direction of	पर्यवेक्षिका,अधीक्षिका	किसी व्यवहार, बात, काम आदि को ध्यान से देखनेवाली महिला|| पर्यवेक्षिका विद्यालय का निरीक्षण करने के लिए आने वाली हैं । 	கண்காணிப்பாளர், மேற்பார்வையாளர்	ஏதாவது ஒரு செயல், வேலை முதலியவற்றை கவனமாக மேற்பார்வை செய்யும் நபர்||  கண்காணிப்பாளர் பள்ளியினை மேற்பார்வை செய்வதற்காக வந்திருக்கின்றார் 	Direct
1760	NOUN	10516672	NOUN	supervisor	one who supervises or has charge and direction of	पर्यवेक्षक,कार्य दर्शक,कार्य दर्शी,कार्येक्षक,अधीक्षक	किसी व्यवहार, बात, काम आदि को ध्यान से देखने वाला व्यक्ति|| इस काम को देखने के लिए पर्यवेक्षक आने वाले हैं । 	மேற்பார்வையாளர், கண்காணிப்பாளர்	மேற்பார்வையிடும் பணியைச் செய்பவர்.||  தேர்விற்கு மேற்பார்வையாளர் வர வேண்டும் 	Direct
2772	NOUN	10516672	NOUN	supervisor	one who supervises or has charge and direction of	null	null	மேற்பார்வையாளர்	அமைப்பை மேற்பார்வை செய்யும் ஒருவர்||  மேற்பார்வையாளருக்கு தன்னுடைய பணியாளர்களின் மீது கவனமான பார்வை வைக்க வேண்டியிருக்கிறது 	Direct
10358	NOUN	6462952	NOUN	license, licence, permit	a legal document giving official permission to do something	लाइसेंस,अनुज्ञप्ति,अनुमतिपत्र,परमिट,लायसंस,लाइसेन्स,लायसन्स	कोई विशेष काम करने या अपने पास कोई विशेष वस्तु रखने का शासन द्वारा प्रदत्त अधिकार-पत्र|| महेश को गाड़ी चलाने का लाइसेंस मिल गया है । 	அனுமதி	ஒருவர் ஒன்றை செய்வதற்கு அளீக்கும் சம்மதம்.||  மகேஷிற்கு வண்டி ஓட்டுவதற்கான அனுமதி கிடைத்துவிட்டது 	Direct
10359	NOUN	8527581	NOUN	section	"a distinct region or subdivision of a territorial or political area or community or group of people; ""no section of the nation is more ardent than the South""; ""there are three synagogues in the Jewish section"""	उप-विभाग,उपविभाग,अनुभाग,सेक्शन,सैक्शन	किसी विभाग के अंतर्गत कोई छोटा विभाग|| अस्पताल में कई उप-विभाग होते हैं । 	பிரிவு	ஒரு நிறுவனம், அமைப்பு போன்றவற்றில் வெவ்வேறான செயல்பாடுகளைக் கொண்டவற்றுள் ஒன்று||  மருத்துவமனையில் பல பிரிவு இருக்கின்றன. 	Direct
1036	NOUN	10128785	NOUN	mahout	the driver and keeper of an elephant	महावत,हाथीवान,गजवान,पीलवान,महाउत,फ़ीलवान,फीलवान,गजपाल,नागवारिक,पीलपाल,मेठ,कुंजरारोह,कुञ्जरारोह,निषादी,आधोरण	वह जो हाथी चलाता या हाँकता हो|| मेले में एक बड़ा हाथी महावत के नियंत्रण से बाहर हो गया और दुकानों को तहस-नहस करने लगा । 	யானைப்பாகன்	யானையை ஓட்டுபவன்.||  திருவிழாவில் ஒரு பெரிய யானை யானைப் பாகனின் கட்டுப்பாட்டை விட்டு வெளியே வந்தது 	Direct
10360	NOUN	13248708	NOUN	budget	"a summary of intended expenditures along with proposals for how to meet them; ""the president submitted the annual budget to Congress"""	बजट,आय-व्यय पत्रक,अनुमानपत्र,आयव्ययक,आयव्ययिक,व्याकल्प	आगामी वर्ष या मास के लिए होने वाले आय-व्यय का लेखा जो पहले से तैयार करके मंज़ूर कराया जाता है|| मार्च के महीने में सरकार द्वारा बजट पारित किया जाता है । 	பட்டியல்அறிவுப்பு	அரசாங்கம் மூலமாக ஒரு செய்தியை மக்களுக்கு தெரிவிப்பது.||  பட்டியல்அறிவுப்பு மக்களின் வளர்ச்சிக்காக அரசாங்கம் திடமாக முடிவெடுக்க வேண்டும் 	Direct
10363	ADJECTIVE	1084833	ADJECTIVE	informal	"not formal; ""conservative people unaccustomed to informal dress""; ""an informal free-and-easy manner""; ""an informal gathering of friends"""	अनौपचारिक	जो औपचारिक न हो|| शिक्षा के दौरान छात्रों को अनौपचारिक शिक्षा भी दी जानी चाहिए । 	சம்பிரதாயபடியில்லாத	சாஸ்திர சம்பிரதாய முறைபடி இல்லாமல்  இருப்பது.||  மாணவர்களுக்கு சம்பிரதாயபடியில்லாத பாடத்திட்டங்கனையும் சொல்லிக்கொடுத்தல் 	Direct
10365	ADJECTIVE	1214779	ADJECTIVE	infective, morbific, pathogenic	"able to cause disease; ""infective agents""; ""pathogenic bacteria"""	रोगकारक,रोगजनक,रोगकारी,रोगजन्य	बीमारी पैदा करनेवाला|| पानी में उपस्थित रोगकारक कीटाणुओं को नष्ट करने के लिए उसे बीस मिनट तक उबालना चाहिए । 	நோய்உண்டாக்குன்ன	பாக்டிரியா, வைரஸ் போன்றவற்றாலோ உடலின் இயக்கத்துக்கு காரணமானவை சீராக இயங்காத்தாலோ ஏற்படும் நலக்குறாஇ பாகங்களை அல்லது வளர்ச்சியைப் பாதிப்பது.||  தண்ணீரில் நோய்உண்டாக்குன்ன கிருமி அதிகம் காணப்படுகிறது 	Direct
10367	NOUN	7303868	NOUN	undertide, undercurrent	a current below the surface of a fluid	अंतर्धारा	नदी,समुद्र आदि में पानी की ऊपरी सतह से नीचे बहनेवाली धारा|| लकड़ी अंतर्धारा के साथ-साथ बह रही है । 	அடியிலுள்ள_நீரோட்டம்	நதி, கடல் முதலியவற்றில் நீரின் மேற்பரப்பிலிருந்து கீழே உள்ள நீரோட்டம்||  மரத்துண்டு அடியிலுள்ள நீரோட்டத்துடன் அடித்துக்கொண்டு செல்கிறது 	Direct
10368	NOUN	15082034	NOUN	speed, velocity	distance travelled per unit time	गति,रफ्तार,रफ़्तार,वेग,चाल,रविश,स्पीड	प्रति इकाई समय में तय की गई दूरी|| कार ९० किलोमीटर की गति से भाग रही है । 	வேகம்	பொதுவாக இயக்கம் குறித்து வரும்போது குறிப்பிட்ட நேரத்தில் இவ்வளவு தூரம் அல்லது இத்தனை முறை என்ற வித்த்தில் கணக்கிடும் அளவு||  கார் தொண்ணூறு கி.மீ  வேகம் ஓடிக் கொண்டிருக்கிறது 	Direct
10371	ADJECTIVE	1399467	ADJECTIVE	built-in, constitutional, inbuilt, inherent, integral	"existing as an essential constituent or characteristic; ""the Ptolemaic system with its built-in concept of periodicity""; ""a constitutional inability to tell the truth"""	अंतर्निहित,अन्तर्निहित,अंतर्निष्ठ,अन्तर्निष्ठ,अंतर्निविष्ट,अन्तर्निविष्ट	जो अंदर स्थायी रूप से स्थित हो || कुछ लोगों में कम बोलने का अंतर्निहित गुण विद्यमान होता है । 	உள்ளடக்கிய	வரம்பு,வரையறை போன்றவற்றுக்கு ஒன்றை உட்பட்டதான.||  சில மக்களின் குறைவாக பேசுபவர்களின் உள்ளடக்கிய குணம் இருக்கின்றது 	Direct
10372	NOUN	14011354	NOUN	malnutrition	a state of poor nutrition; can result from insufficient or excessive or unbalanced diet or from inability to absorb foods	कुपोषण	सही पोषण न होने की क्रिया या अवस्था || कुपोषण के शिकार बच्चों का शारीरिक एवं मानसिक विकास ठीक से नहीं हो पाता । 	ஊட்டச்சத்துகுறைவு	உடல்நலத்திற்கு அல்லது பயிர் வளத்திற்குத் தேவையான சத்துப் பொருள்||  ஊட்டச்சத்துகுறைவு காரணமாக பாதிக்கப்பட்ட குழந்தைகளின் உடல் மற்றும் மன ரீதியான வளர்ச்சி சரியாக இருப்பதில்லை 	Direct
10374	NOUN	6445488	NOUN	act, enactment	a legal document codifying the result of deliberations of a committee or society or legislative body	अधिनियम,ऐक्ट,अधिनियमय,एक्ट	संसद आदि के द्वारा बनाया हुआ नियम|| सरकार अपनी सुविधानुसार अधिनियमों को बदल सकती है । 	விதி, சட்டம்	வரி, கட்டணம் முதலியவை செலுத்தப்பட வேண்டும் என்று அரசாங்கம் அல்லது ஒரு நிறுவனம் போன்றவை அதிகாரபூர்வமாக அறிவித்தல்||  அரசாங்கம் ந்ம் வசதிக்கு தகுந்தார் போல் விதிகளை மாற்றுகிறது 	Direct
10377	NOUN	6070981	NOUN	criminology	the scientific study of crime and criminal behavior and law enforcement	अपराधविज्ञान,अपराध-विज्ञान,अपराध विज्ञान	वह विज्ञान जिसमें इस बात का विवेचन होता है कि लोग अपराध क्यों करते हैं और उनकी आपराधिक प्रवृत्ति का किन उपायों से अंत किया जा सकता है|| शेखर अपराधविज्ञान पढ़ता है । 	குற்றவியல்	குற்றம் பற்றியும் குற்றவளிகள் பற்றியும் அறிவியல் அடிப்படையில் விளங்கும் துறை||  சேகர் குற்றவியல் பிரிவில் பணி செய்கிறான் 	Direct
10378	ADJECTIVE	1258344	ADJECTIVE	graduate(a), postgraduate	"of or relating to studies beyond a bachelor' s degree; ""graduate courses"""	स्नातकोत्तर,पोस्ट-ग्रेजुएट,परास्नातक	स्नातक और डॉक्टरेट के बीच की पढ़ाई से संबंधित|| स्नातकोत्तर छात्रों ने विद्यालय में तोड़-फोड़ की । 	முதுகலைபட்டதாரி	பல்கலைக்கழகத்தில் இளங்கலைப்பட்டம் பெற்றவர்கள் படிக்கும் மேல்ப்பட்டத்திற்காக படிக்கும் பட்டதாரி.||  முதுகலைபட்டதாரிகள் மாணாவர்களுக்கு பகுதி நேரத்தில் பாடம் கற்பிக்கின்றனர் 	Direct
10379	NOUN	9784621	NOUN	coach, private_instructor, tutor	a person who gives private instruction (as in singing or acting)	अनुशिक्षक,ट्यूटर,टिउटर	वह शिक्षक जो विद्यालय के अतिरिक्त शुल्क लेकर शिक्षा देता है|| राहुल के अनुशिक्षक प्रतिदिन पाँच बजे उसे पढ़ाने आते हैं । 	பயிற்சியாளர், பயிற்சியளிப்பவர்	குறிப்பிட்ட பணி, விளையாட்டு, கலை போன்றவற்றுக்கு பணம் பெற்றுகொண்டு பயிற்சியளிப்பவர்||  ராகுலின் பயிற்சியாளர் தினமும் ஐந்து மணிக்கு அவனுக்கு பயிற்சி கொடுக்கிறார் 	Direct
1038	NOUN	7658927	NOUN	tamarind, tamarindo	large tropical seed pod with very tangy pulp that is eaten fresh or cooked with rice and fish or preserved for curries and chutneys	इमली,अम्लिका,आम्लिका,अमली,अमिली,इँबिली,श्वेताम्लि,शाकाम्ल,शाखाम्ला,रक्तपूरक,चूड़ाम्ल	एक प्रकार की गूदेदार फली जो खटाई के काम आती है || इमली में विटामिन सी अधिक मात्रा में पाया जाता है । 	புளி	புளியம்பழத்தின் ஓட்டை நீக்கிப் பெறப்படும் புளிப்புசுவையுடைய சதைப் பகுதி.||  குழம்பு வைக்கக் கொஞ்சமாகப் புளி எடுத்துக் கொள் 	Direct
10380	NOUN	876866	NOUN	tutelage, tuition, tutorship	teaching pupils individually (usually by a tutor hired privately)	अनुशिक्षण,कोचिंग	किसी को शुल्क लेकर शिक्षित या प्रशिक्षित करने की क्रिया या भाव|| अनुशिक्षण द्वारा वह अच्छा-खासा कमा लेता है । 	தனிபயிற்சி	ஆசிரியர் வாயிலாக பள்ளிக்கூடக் கல்வி நேரம் தவிர கட்டணம் பெற்றுக்கொண்டு கற்றுகொடுக்கும் பயிற்சி||  இப்பொழுதுள்ள குழந்தைகள் பயிற்சி இருந்தால்தான் படிக்க விரும்புகின்றனர் 	Direct
10380	NOUN	876866	NOUN	disoblige	ignore someone' s wishes	अनुशिक्षण,कोचिंग	किसी को शुल्क लेकर शिक्षित या प्रशिक्षित करने की क्रिया या भाव|| अनुशिक्षण द्वारा वह अच्छा-खासा कमा लेता है । 	தனிபயிற்சி	ஆசிரியர் வாயிலாக பள்ளிக்கூடக் கல்வி நேரம் தவிர கட்டணம் பெற்றுக்கொண்டு கற்றுகொடுக்கும் பயிற்சி||  இப்பொழுதுள்ள குழந்தைகள் பயிற்சி இருந்தால்தான் படிக்க விரும்புகின்றனர் 	Direct
30963	ADJECTIVE	1329897	ADJECTIVE	nickel-and-dime, small-time	"of minor importance; ""a nickel-and-dime operation run out of a single rented room""; ""a small-time actor"""	छोटा-मोटा,छोटा मोटा,छोटामोटा	जो बहुत खास या बड़ा न हो यानि साधारण और छोटा हो|| वह छोटा-मोटा काम करके अपने परिवार का पालन-पोषण करता है । 	சிறிய_-_பெரிய, சின்ன_-_பெரிய	மிகவும் முக்கியமாக அல்லது பெரிதாக இல்லாதது ஆனால் சாதாரணமாக சிறியதாக இருப்பது||  அவன் சிறிய - பெரிய வேலை செய்து தன்னுடைய குடும்பத்தை காப்பாற்றினான் 	Direct
24423	ADJECTIVE	1329897	ADJECTIVE	nickel-and-dime, small-time	"of minor importance; ""a nickel-and-dime operation run out of a single rented room""; ""a small-time actor"""	छुटभैया	कम महत्व का या छोटा-मोटा (व्यक्ति) || चुनाव के समय छुटभैये नेताओं की माँग भी बढ़ जाती है । 	சிறப்பில்லாத, சிறப்பற்ற	சிறப்பில் குறைந்த ( நபர்)||  தேர்தலின் சமயம் சிறப்பில்லாத தலைவர்கள் வாக்கு கேட்பது அதிகரித்துவிட்டது 	Direct
10388	NOUN	10359094	NOUN	registrar, record-keeper, recorder	someone responsible for keeping records	अभिलेखापाल,अभिलेखपाल,रिकॉर्ड कीपर,रिकार्ड कीपर	वह अधिकारी जिसकी देख-रेख में किसी कार्यालय के अभिलेख आदि रहते हों|| राम नारायण स्टेट बैंक में अभिलेखापाल थे । 	ஆவணக்காப்பாளர்	முக்கியத்துவம் வாய்ந்த ஆவணங்களைப் பாதுகாத்து சரி செய்யும் பிரிவு.||  ராம் நாராயணன் ஸ்டேட் வங்கியில் ஆவணக்காப்பாளர் பிரிவில் பணிபுரிகிறார் 	Direct
10389	NOUN	14660603	NOUN	waste, waste_material, waste_matter, waste_product	"any materials unused and rejected as worthless or unwanted; ""they collect the waste once a week""; ""much of the waste material is carried off in the sewers"""	अपशेष	वह पदार्थ जिसे अनुपयोगी समझकर फेंक दिया जाता है|| कारखानों के अपशेष नदियों आदि के जल को प्रदूषित करते हैं । 	கழிவுகள்	தேவையற்றது என்று கழிக்கப் பட்டதாகிய குப்பைகூளம் தொழிற்சாலையில் பயன்படுத்தப்பட்ட பின் சேரும் அல்லது வெளியேற்றப்படும் ரசாயனக் கலப்புடைய பொருள்||  தொழிற்சாலைகளின் கழிவுகளை நதிகள் போன்றவற்றில் கலப்பதால் நீர் மாசுபடுகிறது 	Direct
2342	NOUN	14660603	NOUN	waste, waste_material, waste_matter, waste_product	"any materials unused and rejected as worthless or unwanted; ""they collect the waste once a week""; ""much of the waste material is carried off in the sewers"""	कबाड़,रद्दी सामान,कबाड़ा,अंगड़-खंगड़,कचरा,रद्दी,बोबा	बेकार की या टूटी-फूटी वस्तु या किसी काम में न आनेवाली वस्तु || इस घर में केवल कबाड़ ही भरा हुआ है । 	குப்பை	கிழிக்கப்பட்ட தாள், கந்தல்துணி போன்ற உபயோகம் அற்றவை என்று கழிக்கப்பட்டவை, காற்று அடித்துக் கொண்டு வரும் தூசி, சொத்தை முதலியவை.||  இந்த வீட்டில் குப்பை கூழங்கள் அதிகமாக இருக்கிறது 	Direct
3978	NOUN	14660603	NOUN	waste, waste_material, waste_matter, waste_product	"any materials unused and rejected as worthless or unwanted; ""they collect the waste once a week""; ""much of the waste material is carried off in the sewers"""	कूड़ा करकट,कचरा,कूड़ा-करकट,कूड़ा-कर्कट,पुरीष,कूड़ा,कबाड़ा,करकट,भँगार,भंगार,अल्लम-गल्लम,अवस्कर,आखोर	ऐसी चीज़ जो बिलकुल रद्दी मान ली गई हो || वह आज अपने कमरे से कूड़ा करकट हटाने में व्यस्त है । 	குப்பைக்கூளம், உபயோகமற்றபொருட்கள், கழிவுப்பொருட்கள்	கிழிக்கப்பட்டதாள் கந்தல் துணி போன்ற உபயோகம்  அற்றவை என்று கிழிக்கப்பட்டவை||  அவன் இன்று தன்னுடைய அறையிலிருந்த குப்பைக்கூளத்தை சுத்தம் செய்தான் 	Direct
3767	NOUN	14660603	NOUN	waste, waste_material, waste_matter, waste_product	"any materials unused and rejected as worthless or unwanted; ""they collect the waste once a week""; ""much of the waste material is carried off in the sewers"""	अनुपयोगी वस्तु,बेकार की वस्तु	ऐसी वस्तु जो उपयोगी न हो|| मोहन ने अपनी सभी अनुपयोगी वस्तुएँ कबाड़ी वाले को दे दी । 	உபயோகப்படாத_பொருள், பயன்படாத_பொருள், உபயோகமில்லாத_பொருள், பயனில்லாத_பொருள், உபயோகமற்ற_பொருள், பயனற்ற_பொருள்	பயன்படாத ஒரு பொருள்||  மோகன் உபயோகப்படாத பொருட்களைக் குவித்து தீயிட்டான் 	Direct
10391	NOUN	9633952	NOUN	agent	a representative who acts on behalf of other persons or organizations	अभिकर्ता,अभिकर्त्ता,एजेंट,अजंट,एजेन्ट,अजन्ट,एजंट,एजन्ट,अभिसाधक	वह जो किसी व्यक्ति या संस्था की ओर से उसके प्रतिनिधि के रूप में कुछ करने के लिए नियत हो|| श्याम एक निजी बैंक में अभिकर्ता है । 	முகவர்	ஒரு நிறுவனத்தில் நியமிக்கப்பட்டு, அந்த நிறுவனத்தின் பொருள்களைப் பெரும் அளவில் விற்பவர் அல்லது அந்த நிறுவனத்தின் சேவையைப் பெரும் அளவில் தருபவர்||  சியாம் ஒரு தனியார் வங்கியில் முகவர் பணியில் இருக்கிறான் 	Direct
17106	NOUN	9633952	NOUN	agent	a representative who acts on behalf of other persons or organizations	कारिंदा,कारिन्दा,गुमाश्ता	दूसरे की ओर से काम करने वाला कर्मचारी|| सेठ ने पैसा वसूलने के लिए अपने कारिंदे को भेजा । 	குமாஸ்தா	மற்றொரு பக்கமிருந்து வேலை செய்யக்கூடிய பணியாள்||  சேட் பைசா வசூலிப்பதற்காக தன்னுடைய குமாஸ்தாவை அனுப்பினான் 	Direct
10392	ADJECTIVE	77984	ADJECTIVE	uninfluenced, unswayed, untouched	"not influenced or affected; ""stewed in its petty provincialism untouched by the brisk debates that stirred the old world""- V.L.Parrington; ""unswayed by personal considerations"""	अप्रभावित,अप्रभान्वित	जिस पर प्रभाव न पड़ा हो|| ब्रह्मज्ञानी सांसारिक सुख-दुख से अप्रभावित होते हैं । 	பாதிப்படையாத, பாதிக்கப்படாத, பாதிப்பில்லாத	இயல்பான தன்மைக்கு ஏற்படும் கேடு அல்லது சேதம் இல்லாத நிலை||  பிரம்ம ஞானி உலக சுகதுக்கங்களால் பாதிப்படையாதவராக இருக்கிறார் 	Direct
10394	NOUN	6640518	NOUN	allegation, allegement	statements affirming or denying certain matters of fact that you are prepared to prove	अभिकथन	किसी व्यक्ति या पक्ष की ओर से कही जानेवाली ऐसी बात या लगाया जानेवाला ऐसा आरोप जो अभी प्रमाणित न हुआ हो अथवा जिसके प्रमाणित होने में कुछ संदेह हो|| न्यायालय में राम अपने अभिकथन को सही साबित न कर सका । 	திருட்டு, குற்றச்சாட்டு	ஏதாவது ஒரு நபர் அல்லது அவர் பக்கமாக கூறப்படுகிற விசயம் அல்லது தொடுக்கப்படுகிற குற்றச்சாட்டு||  நீதிமன்றத்தில் ராம் அல்லது தன்னுடைய குற்றச்சாட்டை சரியாக நிரூபிக்க முடியவில்லை 	Direct
2999	NOUN	6640518	NOUN	allegation, allegement	statements affirming or denying certain matters of fact that you are prepared to prove	आरोप,इल्ज़ाम,इल्जाम,इलज़ाम,इलजाम,अभियोग,आक्षेप,आरोपण	किसी के विषय में यह कहने की क्रिया कि अमुक ने अनुचित, दंडनीय या नियम-विरुद्ध कार्य किया है|| भ्रष्टाचार के आरोप में उसे निलंबित किया गया है । 	குற்றச்சாட்டு	ஒருவர் மீது சுமத்தும் குற்றம்.||  அவன் மீது குற்றச்சாட்டு சுமத்தப்பட்டது 	Direct
10395	VERB	633654	VERB	subtract, deduct, take_off	make a subtraction	घटाना,घटान करना	अधिक मान,संख्या आदि में से छोटा मान,संख्या आदि निकालकर अलग करना|| उसने हिसाब करने के लिए पन्द्रह में से सात घटाया । 	கழி	ஒரு தொகையிலிருந்து மற்றொரு தொகையை குறைத்தல்||  கணக்கை தீர்மானிப்பதற்கு பதினைந்திலிருந்து ஏழை கழித்தனர் 	Direct
10396	NOUN	5552907	NOUN	aptitude	inherent ability	अभिक्षमता	किसी की अंतर्निहित बौद्धिक योग्यता|| नौकरी देने से पहले लोगों की अभिक्षमता परखी जाती है । 	தகுதி	ஒருவர் புரிந்துகொள்வதற்காக கொடுக்கப்படும் தகுதி||  வேலை கொடுப்பதற்கு முன்பு மக்களுக்கு தகுதி தேவைப்படுகிறது 	Direct
10402	NOUN	5552907	NOUN	aptitude	inherent ability	अभिवृत्ति	कोई काम करने का प्राकृतिक रुझान|| अच्छी अभिवृत्ति सफल जीवन में सहायक होती है । 	அபிவிருத்தி, பரிஷ்கரித்தல், பரிஷ்காரம், வத்தகம், விருத்தி	ஏதாவது ஒரு வேலை செய்வதற்கான இயற்கை||  நல்ல அபிவிருத்தி விளைச்சல் வாழ்க்கையில் உதவியாக இருக்கிறது 	Direct
